"split","audio_id","text","reference_audio_id"
"train","141","一个周六，“张某”邀请武某一起出来玩。","wavs/031.wav"
"train","142","快人快语是李永波的个性。","wavs/031.wav"
"train","143","当然帅啦，在我心中你又帅又酷。","wavs/031.wav"
"train","144","这是俄罗斯历史上伤亡最惨重的潜艇事故。","wavs/031.wav"
"train","145","我当时还脑残的说：怎么是软的？","wavs/031.wav"
"train","146","巨星陨落，举国悲痛。","wavs/031.wav"
"train","147","互联网正润物细无声地影响中国社会。","wavs/031.wav"
"train","148","尽管字体歪歪斜斜，但句句饱含深情。","wavs/031.wav"
"train","149","蔡少芬昨日出席活动，身材明显已回复苗条状态。","wavs/031.wav"
"train","151","基于陈某平日横行霸道，蛮横无理，一直忍气吞声，敢怒不敢言。","wavs/031.wav"
"train","152","唯伤心天公不作美，英雄或许要承受多磨难！","wavs/031.wav"
"train","153","祖国大地何愁不早日披上绿妆呢？","wavs/031.wav"
"train","154","勾机开进村，全面拆除走私旧服装窝棚门店。","wavs/031.wav"
"train","155","我会学小猫叫哦，喵！","wavs/031.wav"
"train","156","还有对体弱儿进行专案管理。","wavs/031.wav"
"train","157","这不符合政策规定，应予查处纠正。","wavs/031.wav"
"train","158","她倒下了，我姑父和我外甥可怎么办呀！","wavs/031.wav"
"train","159","别离开我！我会努力变聪明的！","wavs/031.wav"
"train","161","尽管奶源有限，我国乳业现状却是企业数量较多且参差不齐。","wavs/031.wav"
"train","162","据悉，该银行目前在深圳已经全面停做房贷业务。","wavs/031.wav"
"train","163","观众总会有新宠，不复念旧人。","wavs/031.wav"
"train","164","传闻越来越多，后来连老汉儿自己都怕了。","wavs/031.wav"
"train","165","说明管理部门怕得罪人，不敢碰硬。","wavs/031.wav"
"train","166","在喀什老城区，张春贤来到馕摊儿前、走进居民中。","wavs/031.wav"
"train","167","每一个“火箭官”都顺利地升上去了，冉冉若星光。","wavs/031.wav"
"train","168","还让我赤裸着上身唱歌。","wavs/031.wav"
"train","169","该男子被指密云县政协委员李昕旸。","wavs/031.wav"
"train","171","再过几天子孙们就要回来过年了，我家这个年咋个过哦。","wavs/031.wav"
"train","172","足见孟暖儿的演艺发展潜力有多么宽广。","wavs/031.wav"
"train","173","距今约四千五百年，是巴人发祥地遗址。","wavs/031.wav"
"train","174","现在成了危房，我一大家子人怎么办哟。","wavs/031.wav"
"train","175","叔祝福妞永远幸福快乐。","wavs/031.wav"
"train","176","根据质地我们可以看到分若干个品种。","wavs/031.wav"
"train","177","刚才听课文录音太困了，眯一下，就算是休息。","wavs/031.wav"
"train","178","财政政策应当发挥更为关键性作用。","wavs/031.wav"
"train","179","国务院的深切关怀送到亲人的心坎上。","wavs/031.wav"
"train","181","图为“调查团”船只绕岛航行。","wavs/031.wav"
"train","182","熊成在深圳海滩玩耍。","wavs/031.wav"
"train","183","断不准官吏胥役藉词禁令扰累名间。","wavs/031.wav"
"train","184","当手部明显肮脏时，用肥皂和流水清洗。","wavs/031.wav"
"train","185","为撺掇新郎新娘做游戏，朋友们围挤在床边起哄。","wavs/031.wav"
"train","186","老太太撇头观望，已经注意到银灰色轿车高速驶来。","wavs/031.wav"
"train","187","森本敏在会谈中仅表示“将认真对待决议”。","wavs/031.wav"
"train","188","又何谈抗衡更加凶残的外来入侵者？","wavs/031.wav"
"train","189","显然，“洛阳性奴”案不具备上述两个前提。","wavs/031.wav"
"train","191","历史，靠遵化人的热血和汗水写就。","wavs/031.wav"
"train","192","当然是忙着学习变得更棒喽。","wavs/031.wav"
"train","193","今天外面的天气挺冷的，但一进校园，就感觉暖暖的。","wavs/031.wav"
"train","194","孙辉恨不得要说：老子学富五车，你够资格要我指正吗！","wavs/031.wav"
"train","195","宫小村拐儿乞讨的网文发表后，引起轩然大波。","wavs/031.wav"
"train","196","是抠还是大方，那要分是什么事儿。","wavs/031.wav"
"train","197","这时，韩某和贺某便凑上来，哄骗李某说愿意帮她找回皮包。","wavs/031.wav"
"train","198","经区政府与多方协调，重新上路。","wavs/031.wav"
"train","199","外界熟知的老故事是，哪怕买把扫帚，都得宗庆后批准。","wavs/031.wav"
